0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
129.27326644927538,51.20901512496128,17.712285313597967,52.99731444054876,137.77793556660288,44.18461086436499,93.6860807116572,45.74929133153262,17.180079602976637,46.193592391057244,80.28319336509493,53.48260819072351,71.74101998493278,10.850238448435142,29.033505785455112,7.203644936193957,17.49849788699293,64.57352669153425,14.762736096502104,53.54853947895717,14.74555733337813,62.57861003516067,14.948181543599052,60.9753849877617,62.70415768553506,22.027549083869012,45.88681481277867,16.15815266450073,41.43949837963111,19.80333888578366,46.17203473535685,21.014629574092304,22.761144784125943,94.80990882560224,48.317438243936834,62.731275715992126,78.71538648184453,54.491072622254606,33.645810671469604,26.002444516063726,59.33592535002446,106.10838298761526,10.052024767566623,43.18994409959588,20.98520528830567,15.648288927976898,62.18163266049843,57.01838223423329,85.63915894244491,27.030181764120652,29.959149075568718,13.125085419012322,20.805772812204523,79.65737839806026,27.587315909774976,65.90083095389376,19.17980174826809,79.4835390906076,25.95033752613927,59.41742772941899,42.997530206390216,99.49713287103951
172.66149218002943,148.59467526635217,114.00000210161961,90.87628725170227,43.27082817141085,91.74450096123341,186.30013191777385,183.04957225648877,77.68537497319308,126.01555825102702,239.94662709608204,249.96170367379875,177.0450863016268,89.83305284276386,25.657444101820122,79.1343844002142,159.86467602063365,202.72322754591215,196.27317919886937,182.17088740708266,191.96981338605042,194.6841056173332,151.15696724356852,71.37898595400848,32.67544652015936,85.55089306697946,105.61665568453317,94.30813749065558,85.43962249330255,89.2103171652561,69.5828865654138,25.479158421456816,73.22788953674528,80.48616923261966,31.361457729601497,44.27075591869674,68.38550596035438,60.74637119743888,27.13476383243852,106.81767047711614,285.66764082165395,467.8758986543561,547.9185218341096,463.91217589164376,244.02520453843772,90.16747066541072,240.31814926089575,288.99778098069044,250.1456774143036,193.43525525549754,125.12160435185842,45.150966654590235,156.07496783154994,257.24476365325904,280.6479127952408,271.475520973014,282.22372195244253,285.57029298620745,232.56442308191163,145.64961786888588,97.23187727580925,116.01680473420183
241.44335959878373,241.10718232964433,237.12229914542266,296.92887156991435,363.9969872184022,423.5669965373948,424.4688179951429,402.04303873717436,400.3714682331824,401.42514725311554,384.90449166218286,353.1307539689681,272.9784310791946,178.54184964825689,147.6310340267339,187.98121003119806,231.4566404010247,242.5848624699963,237.17922827057055,216.2744343394603,222.8281573298261,212.21629017654539,186.3726984339756,141.5301880785269,112.22051243980229,130.0246436037418,155.82421613282,170.56297204435916,187.54774309762257,229.69738435644817,270.21695599679924,314.12590908791725,321.21581631462175,308.73761474086245,267.9417833148701,188.13849187612976,110.83186825155354,102.19860450516063,194.68785560897493,292.1614911142863,384.50044293332877,430.03405860427847,432.54191870311485,454.87230144484016,487.60401524983456,491.49350538653783,451.1436827213878,388.31210562977776,287.05028217020816,236.77254030240613,271.6857560106021,341.89657807640856,383.06421994573617,366.8463596241022,335.83078399257954,290.2344483402682,305.33938052939527,329.4069545261144,357.52482504576614,353.65295757585255,318.96822405785497,307.1850737734588
494.70368709307047,563.0152189384648,606.3759526721925,615.814201758593,584.8452943548568,512.4216556910211,407.2080733239146,294.38141682974344,227.64787941534607,253.98159939060835,322.9213480217479,377.38037524214616,400.0228367738361,394.8113729279478,376.46364707400284,363.0352257244866,366.6107764849381,385.84805485954774,409.0177087203432,423.30737557184995,420.7379157425631,400.10183589046176,367.379559785554,334.86246229716625,316.4191574473985,317.6421670548923,330.67507596629747,342.5037305220954,345.3671031946032,340.4081061562772,335.68055680469513,339.2233942646146,350.64893397408173,360.4643262688381,357.9974153604317,338.7970839001468,307.0577347070071,273.6013086288951,249.03140336153956,233.8619026836545,217.65388461338034,192.5588045927574,169.17578913271984,179.25677354548216,233.3473182261173,303.65968784121856,364.0394540129682,400.65550493515923,410.43601402341477,400.6768539976635,387.90959618490945,391.3067687645106,418.88046729945887,460.54166227095106,497.8808782090465,515.7817502537923,507.0385579075728,473.1831274363972,423.970602028841,374.7273809282495,338.9574039555385,318.07935748731757
483.1139083770759,539.7849329722068,601.0593323570992,616.6271521967624,673.2555302696709,695.236660519128,696.0998044604852,691.0900434862582,633.7213644368453,624.9868380586203,566.2205128004214,483.4453857172842,396.6892325182969,281.3732219131375,205.1961433513957,117.24021168613793,114.75459632096955,190.13826179026213,268.75739861628097,340.14299338859126,387.50285876300455,438.19194060955266,456.31741203175767,452.77112372698537,445.3072504563204,419.38019607000024,379.9922215446421,311.7003257959436,237.80857686013286,156.10379334087077,80.88039878927428,39.2339405129552,103.55297931770193,155.61794138017072,181.0329995371061,155.5719323461377,132.3026122467895,84.18674383366196,66.49361714338671,85.17638550829201,190.31333424804433,247.1127386735871,277.4910575621866,302.9240996880011,302.0137711647065,347.99539197031663,328.41939325144625,280.19473163871754,240.25884432316764,185.09262272366132,162.47161616452115,128.7596120415662,174.9323642030414,235.1303174467089,271.3593166273874,292.6164465183638,278.68805726611276,261.07049125610286,202.88173052889988,120.18819155308893,66.47991443853587,81.01774201765072
278.5894167053456,300.9496485655293,334.26648535455263,391.4283719587388,434.28328339826567,496.25015099879374,531.0169302728312,556.8951625015206,589.5577189064137,573.8169342700846,565.3296412831436,557.9456539833864,512.504822452839,483.15491482199377,462.4313039923644,421.3778344587552,390.8319227762451,380.6166489415326,358.12857263933466,341.15013037577495,340.9369119192704,336.63570219528305,341.1241385503804,340.3018703785172,344.3633290367586,357.18749743391976,349.10674660939384,349.715281512503,358.2172600285107,347.4749440150141,341.90141661905335,349.94159409660165,345.2126047086223,341.6186491162638,346.89591605368145,354.2511619628824,354.67172349286864,341.57997073837447,360.469022578093,358.4276848483455,326.3873043095359,342.1718656535166,327.23971316325435,287.05547635798007,298.50180262419894,291.5820275639265,278.2606551460341,307.15350151441356,318.3055036056794,325.078002768329,355.74302638923314,366.2720050243396,362.39692266476965,391.8137352482976,398.4131600903137,375.56323172089657,404.0471320450174,400.6667956663137,361.62087770952706,382.5997128352241,367.7140921755629,325.6276262744514
13.5311922571923,76.33264435772725,141.72581120032058,190.9397168727612,228.64308117530496,287.12972959699755,334.86273704443175,371.6686740479423,398.14958815962717,406.15713078765714,401.01059861327843,381.77101291999014,367.57574289396575,345.2599163100941,346.91594015636906,287.7680172549924,250.65558389191406,217.3840519000931,155.21395953558866,121.29401448046296,82.44987702517795,79.56410477433595,93.09635788838958,115.19123088584769,143.2316006454707,189.08167473219635,218.7464528586507,257.76690948957946,308.8645632989707,360.0130816832767,413.5629600979744,456.58184487368175,474.04418246500006,502.9997465750996,520.8910018138728,527.1720571645122,538.2354321480392,521.0986697496644,519.8523787628377,439.0123530909835,400.58632514890337,344.8699189418852,278.15332998218963,186.25931674094923,115.78019216134577,76.4558537012089,85.72369496810437,106.78215211639792,174.22350044181096,216.71431149886965,308.13556220083626,314.18138371254497,344.8942099602011,380.5332446818335,373.0684360603708,391.5997369611647,402.52492522021976,447.047880244341,455.89653505085823,478.5836377341469,487.0147420681091,460.3560652050356
192.88564612598705,210.72594575938493,230.20798325031996,249.35218066362344,266.072528114413,278.6288287916293,285.92030424231734,287.6146530482755,284.11866471150466,276.40094222769596,265.69542129803585,253.15039893635034,239.52952831334414,225.08334639947662,209.65443365318382,192.9698485280061,174.98752163013063,156.15886087076586,137.52681147451503,120.63597853441141,107.26683692484927,99.07627086148352,97.39244174906518,103.40327529771506,118.38754146822954,143.36220080601592,178.4469490077336,222.6462420536316,274.0356531452426,330.0382910740102,387.6722454119884,443.7737036545003,495.20849060471124,539.0715277606479,572.8676834921096,594.6674768107204,603.2332467382407,598.1137095675217,579.7066423839827,549.2906848995422,509.02768657741655,461.93470652061404,411.8126359900201,363.0783661873434,320.35432276602984,287.5685680747519,266.53600842255696,255.8935496355859,251.75166454132574,249.85409244952865,247.55036008040332,244.69419271658126,243.61274359724814,248.19059767946035,261.9447636051467,285.899096074096,317.9548635207445,354.04378667932957,389.65223659315876,420.76859604857924,444.2848316669889,458.1201347199127
301.4633573526952,313.33932326113296,326.43098350377113,313.23704496865975,315.08085985085984,279.8895606211272,260.35910595265665,229.3268637845199,199.66964755899008,205.04823191216312,188.63480757661537,181.21200060893224,164.36017840845838,141.87876718020615,136.17867733100863,145.72655318605803,111.5100913553931,115.1768512059513,105.16326218606487,86.97726464810219,71.77559975813791,68.11388516830901,43.75126065431404,45.36593834015001,87.39613827192817,149.38453065824842,169.92113278011396,233.9405490468452,287.8120402795112,365.6840320408723,425.6640177019621,482.6300029536034,535.3937359236419,589.2861654945901,636.5296217137372,662.7627134776321,680.9988516129237,687.7831097490563,684.3645273508594,716.781841655913,666.5589282027945,634.7992854893398,608.4827114489086,578.2275211378035,556.1899746752272,518.909827191716,436.82311146565604,391.24445290257097,343.1310258736569,301.97036400065724,217.9955697806807,168.4537261251707,113.62462820441789,49.7846850017573,74.24954679909531,135.22411930146166,197.31088980602127,246.10008388133318,304.2065248043984,367.0894448432444,413.7742983785177,439.7344907561449
340.05764814224483,361.79546287612743,330.5299164139559,360.8821851146768,289.56660184126486,275.12422173323444,278.1922918752715,219.02784899957786,228.57040056184726,136.84493271774718,114.79629492146569,99.97135945453432,54.873564606385074,78.5911045837245,46.50253887139336,87.37816301377158,48.08968604601251,96.27761213339149,120.3996765068534,101.36108394780038,138.60818073706682,106.30566998479884,153.71903590021913,195.606662511369,189.4502641023231,257.1838633184459,297.01666406042455,357.56906237580813,427.4285678437792,436.0200218639554,520.4070194387809,576.8728443847016,631.5387894736568,681.5042517946466,674.0799809323686,739.0728051399627,772.29491072595,794.7614825320348,800.3570673299322,754.2851401799921,790.6894991341861,776.4101138816939,760.0785650127129,721.2416707281321,642.7869958249232,642.1625439243705,599.5117108686541,539.72474357179,481.89616011455456,411.15584213412103,376.81415185408235,361.3768761290061,269.97879655970746,258.10167579548045,310.7939033800301,265.0521755079236,360.5178319628639,327.7284054436636,372.53370360666025,462.9558907065593,431.1754365770324,490.00663525208546
